TransactionID,Supplier,Description,Amount,Category,Date
T3551,Other Suppliers,Office Supplies expense from Singh-Mora,49802.92,Miscellaneous,2024-06-15
T3552,Other Suppliers,Utilities expense from White Ltd,49993.85,Utilities,2024-06-06
T3553,Other Suppliers,TRAVEL expense from Thornton-Meadows,11184.88,Travel,2025-05-14
T3554,Other Suppliers,Utilities expense from Smith-Armstrong,48510.49,Utilities,2024-12-24
T3555,Other Suppliers,Utilities expense from Wyatt-Bradford,41727.65,Utilities,2025-05-05
T3556,Other Suppliers,Office Supplies expense from Bishop Group,30981.57,Miscellaneous,2024-07-30
T3557,Other Suppliers,"Utilities expense from Anderson, Pruitt and Roberts",15455.31,Utilities,2024-12-29
T3558,Other Suppliers,Utilities expense from Roberts-Jones,4289.78,Utilities,2025-01-06
T3559,Other Suppliers,Training expense from Boyd-Huynh,7992.31,Training,2024-09-30
T3560,Other Suppliers,"Marketing expense from Thompson, Gonzalez and Cook",28098.63,Marketing,2025-05-15
T3561,Other Suppliers,Maintenance expense from Rodriguez Group,29684.61,Maintenance,2024-08-04
T3562,Other Suppliers,Miscellaneous expense from Campbell Group,31546.1,Miscellaneous,2025-03-19
T3563,Other Suppliers,"Miscellaneous expense from Walsh, Collier and Sullivan",11676.69,Miscellaneous,2025-01-18
T3564,Other Suppliers,Utilities expense from Evans-Martin,39447.36,Utilities,2025-05-14
T3565,Other Suppliers,Miscellaneous expense from Padilla-Bartlett,16380.94,Miscellaneous,2024-08-13
T3566,Other Suppliers,Training expense from Padilla-Vega,22229.91,Training,2025-03-02
T3567,Other Suppliers,Training expense from Manning-Melendez,49872.96,Training,2024-07-31
T3568,Other Suppliers,Office Supplies expense from Lutz Inc,28738.12,Miscellaneous,2024-11-27
T3569,Other Suppliers,"Training expense from Gray, Thompson and Wilson",8022.67,Training,2024-08-05
T3570,Other Suppliers,Marketing expense from Smith LLC,26063.63,Marketing,2024-06-12
T3571,Other Suppliers,TRAVEL expense from Moore Group,45306.23,Travel,2025-02-09
T3572,Other Suppliers,Marketing expense from Klein-Dixon,17711.91,Marketing,2024-11-02
T3573,Other Suppliers,Utilities expense from Gibbs and Sons,40831.36,Utilities,2025-01-05
T3574,Other Suppliers,Utilities expense from Sharp-Black,37551.94,Utilities,2025-05-28
T3575,Other Suppliers,Training expense from Young-Fletcher,39760.97,Training,2024-09-06
T3576,Other Suppliers,"Marketing expense from Ortiz, Nguyen and Marquez",27816.31,Marketing,2025-01-16
T3577,Other Suppliers,Office Supplies expense from White-Briggs,39871.8,Miscellaneous,2025-03-29
T3578,Other Suppliers,"Training expense from Rogers, Williams and Thomas",502.3,Training,2025-03-09
T3579,Other Suppliers,Miscellaneous expense from Cherry Ltd,43740.09,Miscellaneous,2025-05-06
T3580,Other Suppliers,Marketing expense from West-Smith,36052.87,Marketing,2025-03-06
T3581,Other Suppliers,Consultation expense from Evans-Scott,6108.77,Consulting,2025-02-15
T3582,Other Suppliers,"Consultation expense from Hardin, Horn and Alexander",30548.11,Consulting,2025-01-17
T3583,Other Suppliers,Training expense from Martinez PLC,40883.39,Training,2025-05-01
T3584,Other Suppliers,Maintenance expense from Holmes-Mckay,21533.88,Maintenance,2024-08-23
T3585,Other Suppliers,"Maintenance expense from Smith, Horn and Douglas",28063.47,Maintenance,2025-02-09
T3586,Other Suppliers,"Training expense from Howe, Mendez and Hill",30246.27,Training,2025-06-05
T3587,Other Suppliers,Consultation expense from Vang PLC,29638.08,Consulting,2024-09-05
T3588,Other Suppliers,Utilities expense from Cook-Sosa,22819.47,Utilities,2024-10-29
T3589,Other Suppliers,Utilities expense from White Ltd,7397.32,Utilities,2024-09-24
T3590,Other Suppliers,Miscellaneous expense from Martinez PLC,4565.91,Miscellaneous,2024-12-29
T3591,Other Suppliers,"Office Supplies expense from Bryant, Murphy and Chavez",42600.83,Miscellaneous,2025-04-16
T3592,Other Suppliers,Maintenance expense from Wood-Guzman,23000.09,Maintenance,2024-09-28
T3593,Other Suppliers,Consultation expense from Johnson-Morgan,5739.22,Consulting,2024-10-15
T3594,Other Suppliers,TRAVEL expense from Conner-Jones,29652.64,Travel,2025-01-23
T3595,Other Suppliers,Maintenance expense from Munoz PLC,26904.2,Maintenance,2024-07-17
T3596,Other Suppliers,"Miscellaneous expense from Fernandez, Russell and Jackson",45597.25,Miscellaneous,2024-12-27
T3597,Other Suppliers,Training expense from Farley-Ross,26964.35,Training,2024-10-23
T3598,Other Suppliers,Marketing expense from Wang-Clark,30850.07,Marketing,2025-01-15
T3599,Other Suppliers,"Office Supplies expense from King, Bonilla and Garcia",4905.38,Miscellaneous,2024-07-13
T3600,Other Suppliers,"Training expense from Wilkins, Morgan and Serrano",24397.39,Training,2024-09-20
T3601,Other Suppliers,"Utilities expense from Price, Miller and Cummings",12459.82,Utilities,2024-09-29
T3602,Other Suppliers,Training expense from Dominguez-Thomas,4104.72,Training,2024-08-01
T3603,Other Suppliers,"Consultation expense from Little, Taylor and Bailey",46019.92,Consulting,2024-10-24
T3604,Other Suppliers,"Miscellaneous expense from Williams, Brown and Patterson",29392.43,Miscellaneous,2025-03-18
T3605,Other Suppliers,Utilities expense from Fernandez Inc,38665.16,Utilities,2025-03-10
T3606,Other Suppliers,Training expense from Stuart-Orozco,44862.65,Training,2024-06-18
T3607,Other Suppliers,"Consultation expense from Fisher, Gardner and Smith",22145.07,Consulting,2024-09-01
T3608,Other Suppliers,"TRAVEL expense from Spears, Santiago and Sanders",42664.04,Travel,2024-06-15
T3609,Other Suppliers,"Office Supplies expense from Ball, Ford and Henry",15466.21,Miscellaneous,2024-11-05
T3610,Other Suppliers,"Miscellaneous expense from Gonzalez, Jones and Lewis",36377.82,Miscellaneous,2024-07-29
T3611,Other Suppliers,"Consultation expense from Murphy, Eaton and Hill",29154.01,Consulting,2024-09-24
T3612,Other Suppliers,"Maintenance expense from Wilson, Perkins and Mccormick",15753.2,Maintenance,2024-06-14
T3613,Other Suppliers,"Utilities expense from Rodriguez, Smith and Jordan",35508.14,Utilities,2025-02-17
T3614,Other Suppliers,Consultation expense from Miller-Perez,15213.31,Consulting,2025-02-10
T3615,Other Suppliers,"Miscellaneous expense from Riley, Jones and Miller",32991.48,Miscellaneous,2025-01-20
T3616,Other Suppliers,Office Supplies expense from Bowman Group,4357.33,Miscellaneous,2025-04-26
T3617,Other Suppliers,Consultation expense from Soto-Franklin,12272.9,Consulting,2025-03-30
T3618,Other Suppliers,"Marketing expense from Gill, Jensen and Roberts",15969.83,Marketing,2025-05-27
T3619,Other Suppliers,"Maintenance expense from Callahan, Gross and Guzman",46516.33,Maintenance,2024-11-16
T3620,Other Suppliers,Marketing expense from Fields PLC,30947.21,Marketing,2025-01-02
T3621,Other Suppliers,Consultation expense from Fitzgerald-Gutierrez,31367.59,Consulting,2025-04-26
T3622,Other Suppliers,Utilities expense from Rivera-Perry,37098.13,Utilities,2025-05-11
T3623,Other Suppliers,TRAVEL expense from Owens LLC,49726.2,Travel,2025-04-18
T3624,Other Suppliers,"Training expense from Wright, Mercer and Cook",11967.58,Training,2025-03-19
T3625,Other Suppliers,Maintenance expense from Murray-Johns,11794.22,Maintenance,2025-02-07
T3626,Other Suppliers,Utilities expense from Simpson-Cruz,25474.22,Utilities,2024-11-14
T3627,Other Suppliers,Miscellaneous expense from Chandler Ltd,36969.13,Miscellaneous,2025-03-13
T3628,Other Suppliers,Utilities expense from Moss Ltd,48388.5,Utilities,2024-09-01
T3629,Other Suppliers,"Maintenance expense from Curtis, Smith and Santos",24238.83,Maintenance,2025-02-27
T3630,Other Suppliers,Utilities expense from Scott PLC,3767.49,Utilities,2024-07-31
T3631,Other Suppliers,TRAVEL expense from Ross-Gibson,40725.35,Travel,2025-02-25
T3632,Other Suppliers,Training expense from Perry Ltd,38331.69,Training,2025-02-10
T3633,Other Suppliers,Training expense from Gardner-Gibson,24296.83,Training,2024-09-09
T3634,Other Suppliers,Marketing expense from Brown-Johns,21915.22,Marketing,2025-01-26
T3635,Other Suppliers,"Consultation expense from Powell, Silva and Bell",1396.55,Consulting,2024-06-20
T3636,Other Suppliers,Consultation expense from Torres and Sons,13677.91,Consulting,2024-06-24
T3637,Other Suppliers,"Consultation expense from Williams, Wade and Martin",21265.75,Consulting,2025-04-26
T3638,Other Suppliers,"Office Supplies expense from Myers, Martinez and Kim",26236.08,Miscellaneous,2025-02-26
T3639,Other Suppliers,TRAVEL expense from Taylor Group,30285.35,Travel,2024-08-28
T3640,Other Suppliers,Consultation expense from Dunn and Sons,4943.32,Consulting,2025-06-02
T3641,Other Suppliers,"Miscellaneous expense from Flores, Russell and Harris",12922.49,Miscellaneous,2025-01-25
T3642,Other Suppliers,Utilities expense from Jones-Freeman,19456.34,Utilities,2025-05-15
T3643,Other Suppliers,"TRAVEL expense from Edwards, Greene and Williams",2390.77,Travel,2024-07-23
T3644,Other Suppliers,TRAVEL expense from Hughes Ltd,21944.09,Travel,2024-07-21
T3645,Other Suppliers,Marketing expense from Reed Inc,15860.08,Marketing,2025-03-05
T3646,Other Suppliers,Maintenance expense from Smith-Moore,22948.88,Maintenance,2025-04-03
T3647,Other Suppliers,Miscellaneous expense from Brown PLC,37615.63,Miscellaneous,2025-01-04
T3648,Other Suppliers,"Consultation expense from Wells, Nixon and Torres",36175.71,Consulting,2025-03-18
T3649,Other Suppliers,Maintenance expense from Johnson Group,29450.99,Maintenance,2024-12-24
T3650,Other Suppliers,Utilities expense from Anderson PLC,26823.46,Utilities,2025-04-29
T3651,Other Suppliers,"Maintenance expense from Davidson, Parks and Page",10190.98,Maintenance,2025-03-25
T3652,Other Suppliers,Maintenance expense from Schmidt Inc,37515.2,Maintenance,2024-11-05
T3653,Other Suppliers,Maintenance expense from Lopez-Martin,43572.76,Maintenance,2025-03-15
T3654,Other Suppliers,"Office Supplies expense from Wilson, Mccullough and Horn",45509.71,Miscellaneous,2025-02-18
T3655,Other Suppliers,Maintenance expense from Ramos Inc,3611.7,Maintenance,2025-04-21
T3656,Other Suppliers,"Marketing expense from Moore, Hammond and Johnson",11997.2,Marketing,2025-02-25
T3657,Other Suppliers,Marketing expense from Dalton PLC,5378.19,Marketing,2024-11-03
T3658,Other Suppliers,"Miscellaneous expense from Martinez, Berg and Madden",15062.39,Miscellaneous,2024-12-01
T3659,Other Suppliers,Miscellaneous expense from Lynch-Price,9528.07,Miscellaneous,2024-12-14
T3660,Other Suppliers,Maintenance expense from Davis-James,35024.95,Maintenance,2024-09-04
T3661,Other Suppliers,"TRAVEL expense from White, Wagner and Erickson",32040.23,Travel,2025-02-17
T3662,Other Suppliers,Utilities expense from Brock Group,29197.48,Utilities,2024-07-29
T3663,Other Suppliers,Maintenance expense from Ferrell-Gordon,25176.27,Maintenance,2024-07-09
T3664,Other Suppliers,"Utilities expense from Schneider, Anderson and Lawrence",10060.77,Utilities,2024-11-08
T3665,Other Suppliers,"Training expense from Harrell, Adams and Dunn",47946.39,Training,2024-10-27
T3666,Other Suppliers,Office Supplies expense from Reese-West,24790.31,Miscellaneous,2024-11-02
T3667,Other Suppliers,Office Supplies expense from Morales and Sons,6970.63,Miscellaneous,2025-02-16
T3668,Other Suppliers,"Maintenance expense from Walker, Cole and Hanna",16162.03,Maintenance,2024-06-20
T3669,Other Suppliers,"Maintenance expense from Young, Jensen and Miller",31291.77,Maintenance,2024-07-26
T3670,Other Suppliers,"Utilities expense from Flores, Patterson and Rivera",39598.3,Utilities,2024-08-25
T3671,Other Suppliers,Training expense from Clay-Moss,9833.47,Training,2025-02-21
T3672,Other Suppliers,Consultation expense from James LLC,17765.08,Consulting,2025-05-03
T3673,Other Suppliers,"Miscellaneous expense from Cross, Jackson and Ramirez",4251.27,Miscellaneous,2025-02-16
T3674,Other Suppliers,Utilities expense from Taylor PLC,40028.42,Utilities,2025-01-10
T3675,Other Suppliers,Miscellaneous expense from Miller-Gross,38440.83,Miscellaneous,2024-09-21
T3676,Other Suppliers,TRAVEL expense from Waters PLC,18079.29,Travel,2025-02-06
T3677,Other Suppliers,TRAVEL expense from Sparks Group,38087.36,Travel,2025-05-17
T3678,Other Suppliers,Maintenance expense from Wilson-Harrison,4293.47,Maintenance,2024-07-07
T3679,Other Suppliers,Consultation expense from Skinner-Vazquez,8282.33,Consulting,2025-01-22
T3680,Other Suppliers,Maintenance expense from Lin LLC,40024.35,Maintenance,2024-11-21
T3681,Other Suppliers,"Office Supplies expense from Gomez, Church and Lee",22411.46,Miscellaneous,2024-08-17
T3682,Other Suppliers,Maintenance expense from Barry-Cooley,3235.4,Maintenance,2025-03-07
T3683,Other Suppliers,Utilities expense from Coleman Ltd,3616.83,Utilities,2025-03-11
T3684,Other Suppliers,"Consultation expense from Simmons, Mcfarland and Perry",16840.57,Consulting,2025-01-12
T3685,Other Suppliers,Office Supplies expense from Miller-Ramos,17374.23,Miscellaneous,2025-01-18
T3686,Other Suppliers,Office Supplies expense from Conway Group,17236.35,Miscellaneous,2024-10-11
T3687,Other Suppliers,Miscellaneous expense from Hall PLC,2099.18,Miscellaneous,2024-07-25
T3688,Other Suppliers,"Office Supplies expense from Burnett, Taylor and Robinson",384.49,Miscellaneous,2024-12-02
T3689,Other Suppliers,Office Supplies expense from Hobbs-Taylor,16388.85,Miscellaneous,2024-12-31
T3690,Other Suppliers,Consultation expense from Fields-Gonzales,38169.57,Consulting,2024-07-08
T3691,Other Suppliers,Training expense from Garcia PLC,25085.75,Training,2024-12-04
T3692,Other Suppliers,"TRAVEL expense from Aguirre, Evans and Pineda",3245.36,Travel,2025-02-03
T3693,Other Suppliers,Miscellaneous expense from Cain Group,6118.63,Miscellaneous,2024-06-29
T3694,Other Suppliers,Training expense from Salinas Inc,6856.0,Training,2024-12-18
T3695,Other Suppliers,"TRAVEL expense from Miller, Brown and Carter",49842.42,Travel,2025-05-29
T3696,Other Suppliers,Training expense from Marshall Ltd,42994.21,Training,2025-04-09
T3697,Other Suppliers,"Marketing expense from Ortega, Rangel and Newman",13728.83,Marketing,2025-03-05
T3698,Other Suppliers,Maintenance expense from Martinez-Cantrell,27469.62,Maintenance,2025-02-08
T3699,Other Suppliers,Office Supplies expense from Gomez-Pena,24868.15,Miscellaneous,2024-12-11
T3700,Other Suppliers,"Training expense from Howell, Decker and Harris",49017.75,Training,2025-05-04
T3701,Other Suppliers,Consultation expense from Patton LLC,23934.53,Consulting,2025-02-09
T3702,Other Suppliers,Miscellaneous expense from Cross-Harrison,38930.6,Miscellaneous,2024-06-05
T3703,Other Suppliers,Office Supplies expense from Sanchez-Reynolds,5710.6,Miscellaneous,2025-01-09
T3704,Other Suppliers,Utilities expense from Green Group,48843.69,Utilities,2024-06-24
T3705,Other Suppliers,Training expense from Mccormick Inc,39319.72,Training,2024-12-26
T3706,Other Suppliers,"TRAVEL expense from Wagner, Herrera and Perez",14498.38,Travel,2024-11-16
T3707,Other Suppliers,"Utilities expense from Edwards, Li and Moyer",3263.43,Utilities,2025-05-11
T3708,Other Suppliers,Marketing expense from Pace-Chavez,45606.91,Marketing,2025-03-06
T3709,Other Suppliers,TRAVEL expense from Hunter and Sons,38005.95,Travel,2024-06-23
T3710,Other Suppliers,Consultation expense from Kelley PLC,15868.17,Consulting,2025-04-16
T3711,Other Suppliers,TRAVEL expense from Davila Inc,21529.37,Travel,2025-04-30
T3712,Other Suppliers,TRAVEL expense from Cox-Thomas,49810.61,Travel,2025-05-21
T3713,Other Suppliers,Consultation expense from Wright PLC,11689.5,Consulting,2024-09-17
T3714,Other Suppliers,Consultation expense from Smith-Gonzales,29621.12,Consulting,2024-07-15
T3715,Other Suppliers,Maintenance expense from Taylor-Contreras,25080.45,Maintenance,2024-10-21
T3716,Other Suppliers,Office Supplies expense from Cortez Ltd,12785.69,Miscellaneous,2024-10-01
T3717,Other Suppliers,Maintenance expense from Thompson Ltd,1062.14,Maintenance,2025-03-01
T3718,Other Suppliers,"Training expense from Austin, Hoover and Graham",10232.47,Training,2025-05-31
T3719,Other Suppliers,Marketing expense from Franklin-Reynolds,36463.17,Marketing,2024-12-01
T3720,Other Suppliers,Maintenance expense from Pratt-Garza,17562.48,Maintenance,2025-04-13
T3721,Other Suppliers,Training expense from Lawson Ltd,10220.99,Training,2024-07-27
T3722,Other Suppliers,Miscellaneous expense from Munoz-Brown,9162.08,Miscellaneous,2025-02-16
T3723,Other Suppliers,Consultation expense from Dixon Ltd,37763.48,Consulting,2024-06-19
T3724,Other Suppliers,Maintenance expense from Lewis and Sons,4020.11,Maintenance,2024-10-07
T3725,Other Suppliers,Maintenance expense from Tucker PLC,39359.03,Maintenance,2025-01-29
T3726,Other Suppliers,Miscellaneous expense from Powell-Brown,46729.93,Miscellaneous,2024-06-24
T3727,Other Suppliers,Miscellaneous expense from Duncan-Hammond,24785.2,Miscellaneous,2025-05-20
T3728,Other Suppliers,Office Supplies expense from Nelson Group,2141.22,Miscellaneous,2024-12-22
T3729,Other Suppliers,Marketing expense from Spencer Ltd,33688.9,Marketing,2024-12-31
T3730,Other Suppliers,Office Supplies expense from Ross-Bradley,5732.19,Miscellaneous,2024-11-16
T3731,Other Suppliers,"Maintenance expense from King, Glass and Middleton",16193.63,Maintenance,2025-03-01
T3732,Other Suppliers,"Maintenance expense from Warner, Jenkins and Thompson",46747.93,Maintenance,2025-02-05
T3733,Other Suppliers,"Miscellaneous expense from Davis, Hernandez and Mccarty",16694.59,Miscellaneous,2025-02-10
T3734,Other Suppliers,Utilities expense from Estrada Group,30700.99,Utilities,2024-07-18
T3735,Other Suppliers,"Maintenance expense from Glover, Martinez and Johnson",20783.85,Maintenance,2024-11-08
T3736,Other Suppliers,"Utilities expense from Price, Walter and Cook",38080.61,Utilities,2024-12-24
T3737,Other Suppliers,Utilities expense from Hodges-Hanson,19675.37,Utilities,2025-05-05
T3738,Other Suppliers,"Maintenance expense from Matthews, Dennis and Allen",23715.26,Maintenance,2025-03-31
T3739,Other Suppliers,"Marketing expense from Jones, Cox and Collins",43129.42,Marketing,2024-11-04
T3740,Other Suppliers,Office Supplies expense from Summers-Schwartz,5100.44,Miscellaneous,2024-11-22
T3741,Other Suppliers,Office Supplies expense from Bennett-Rice,34528.7,Miscellaneous,2024-08-28
T3742,Other Suppliers,Marketing expense from Bell LLC,222.53,Marketing,2025-05-24
T3743,Other Suppliers,Miscellaneous expense from Smith and Sons,8552.62,Miscellaneous,2024-08-21
T3744,Other Suppliers,Marketing expense from Cline-Brooks,6118.16,Marketing,2024-06-30
T3745,Other Suppliers,TRAVEL expense from Clark-Williams,1971.67,Travel,2024-09-17
T3746,Other Suppliers,TRAVEL expense from Simmons Ltd,2112.66,Travel,2025-03-22
T3747,Other Suppliers,Training expense from Shelton-Garcia,15405.01,Training,2024-08-12
T3748,Other Suppliers,TRAVEL expense from Lee LLC,28294.97,Travel,2025-04-13
T3749,Other Suppliers,"Consultation expense from Mills, Humphrey and Coleman",47702.12,Consulting,2025-04-22
T3750,Other Suppliers,Maintenance expense from Roberts-Curtis,40050.96,Maintenance,2024-12-19
T3751,Other Suppliers,Training expense from Cole Ltd,28824.99,Training,2024-11-08
T3752,Other Suppliers,Maintenance expense from Wagner LLC,31870.95,Maintenance,2025-04-18
T3753,Other Suppliers,Utilities expense from Mcintyre PLC,40443.03,Utilities,2024-12-20
T3754,Other Suppliers,"TRAVEL expense from Potts, Lester and Cole",4399.72,Travel,2025-01-01
T3755,Other Suppliers,Marketing expense from Macdonald-Rodriguez,25994.48,Marketing,2025-03-29
T3756,Other Suppliers,Miscellaneous expense from Adams and Sons,37603.68,Miscellaneous,2025-01-17
T3757,Other Suppliers,Marketing expense from Wade-Martinez,4475.81,Marketing,2024-07-30
T3758,Other Suppliers,"Consultation expense from Carpenter, Lawrence and Melendez",46699.67,Consulting,2025-03-07
T3759,Other Suppliers,Utilities expense from Smith and Sons,48433.36,Utilities,2024-09-28
T3760,Other Suppliers,"Office Supplies expense from Weber, Nguyen and Mcconnell",22657.45,Miscellaneous,2025-02-26
T3761,Other Suppliers,Maintenance expense from Mendez PLC,9481.24,Maintenance,2024-11-15
T3762,Other Suppliers,Office Supplies expense from Mcfarland LLC,28711.44,Miscellaneous,2025-01-18
T3763,Other Suppliers,Office Supplies expense from Jones Ltd,49153.1,Miscellaneous,2025-04-20
T3764,Other Suppliers,Maintenance expense from Raymond-Kaiser,35729.73,Maintenance,2024-07-25
T3765,Other Suppliers,"Training expense from Vaughn, Clay and Collins",30984.58,Training,2024-06-28
T3766,Other Suppliers,Maintenance expense from Cortez Inc,45836.68,Maintenance,2024-07-17
T3767,Other Suppliers,Consultation expense from Galloway-Stein,2485.23,Consulting,2025-03-08
T3768,Other Suppliers,Office Supplies expense from Monroe Ltd,40566.66,Miscellaneous,2025-04-17
T3769,Other Suppliers,"Utilities expense from Martinez, Phillips and Weaver",36730.95,Utilities,2024-09-29
T3770,Other Suppliers,Consultation expense from Hurley Inc,36492.14,Consulting,2025-02-11
T3771,Other Suppliers,Office Supplies expense from Arias-Moody,39228.89,Miscellaneous,2025-01-12
T3772,Other Suppliers,Consultation expense from Mcclain Ltd,43860.11,Consulting,2025-06-04
T3773,Other Suppliers,Maintenance expense from Gaines-Mayo,27394.47,Maintenance,2024-12-09
T3774,Other Suppliers,Consultation expense from Lang-Johnson,31491.96,Consulting,2025-03-10
T3775,Other Suppliers,Marketing expense from Gardner and Sons,18213.56,Marketing,2024-12-18
T3776,Other Suppliers,Office Supplies expense from Snyder and Sons,2664.33,Miscellaneous,2024-11-03
T3777,Other Suppliers,TRAVEL expense from Peters Inc,30786.0,Travel,2024-08-23
T3778,Other Suppliers,Miscellaneous expense from Love Inc,1440.8,Miscellaneous,2025-03-23
T3779,Other Suppliers,Maintenance expense from Ramirez-Miller,10475.28,Maintenance,2024-07-05
T3780,Other Suppliers,Marketing expense from Rivera LLC,28407.47,Marketing,2024-09-07
T3781,Other Suppliers,Utilities expense from Rivera-Williams,4945.29,Utilities,2024-11-05
T3782,Other Suppliers,"Office Supplies expense from Lopez, Brown and Mills",36335.97,Miscellaneous,2024-07-03
T3783,Other Suppliers,Office Supplies expense from Smith-Mathews,22979.67,Miscellaneous,2024-09-04
T3784,Other Suppliers,Utilities expense from Jordan LLC,49220.79,Utilities,2024-12-23
T3785,Other Suppliers,TRAVEL expense from Mays PLC,46365.64,Travel,2025-04-01
T3786,Other Suppliers,TRAVEL expense from White-Jones,10940.97,Travel,2024-08-19
T3787,Other Suppliers,Marketing expense from Rice Group,20346.52,Marketing,2025-04-14
T3788,Other Suppliers,Office Supplies expense from Parker Ltd,20363.06,Miscellaneous,2025-03-16
T3789,Other Suppliers,"TRAVEL expense from Thompson, King and Smith",15593.76,Travel,2024-12-31
T3790,Other Suppliers,Office Supplies expense from Sanchez-Flores,11597.6,Miscellaneous,2025-04-01
T3791,Other Suppliers,TRAVEL expense from Ferrell-Hernandez,14445.05,Travel,2025-05-08
T3792,Other Suppliers,Training expense from Wilkerson LLC,581.92,Training,2025-03-08
T3793,Other Suppliers,Maintenance expense from Khan-Roberson,47164.11,Maintenance,2025-04-19
T3794,Other Suppliers,Maintenance expense from Hays Inc,4867.37,Maintenance,2024-12-24
T3795,Other Suppliers,"TRAVEL expense from Green, Bullock and Lee",20068.96,Travel,2025-05-20
T3796,Other Suppliers,Miscellaneous expense from Browning-Thomas,7852.14,Miscellaneous,2025-03-12
T3797,Other Suppliers,Office Supplies expense from Hammond PLC,29962.81,Miscellaneous,2025-04-17
T3798,Other Suppliers,"Office Supplies expense from Medina, Young and Adkins",3827.65,Miscellaneous,2025-03-03
T3799,Other Suppliers,"Training expense from Anderson, Ruiz and Stone",49414.01,Training,2025-01-29
T3800,Other Suppliers,Miscellaneous expense from Figueroa-Rodriguez,33683.71,Miscellaneous,2025-03-05
T3801,Other Suppliers,Utilities expense from Vaughn LLC,18085.69,Utilities,2025-01-02
T3802,Other Suppliers,"Training expense from Jones, Owens and Farmer",33413.65,Training,2025-01-31
T3803,Other Suppliers,Training expense from Stephenson Ltd,16239.05,Training,2024-12-26
T3804,Other Suppliers,Consultation expense from Wang Inc,37438.48,Consulting,2025-02-08
T3805,Other Suppliers,Utilities expense from Wilson Group,9214.63,Utilities,2025-02-20
T3806,Other Suppliers,"Marketing expense from Brown, Simon and Anderson",12973.53,Marketing,2025-05-08
T3807,Other Suppliers,Utilities expense from Kirby-Russell,14197.43,Utilities,2025-05-14
T3808,Other Suppliers,"TRAVEL expense from Lawrence, Webb and Christian",16569.5,Travel,2024-06-14
T3809,Other Suppliers,"Office Supplies expense from Crosby, Mitchell and Roach",7624.08,Miscellaneous,2024-06-24
T3810,Other Suppliers,Office Supplies expense from Wright-Castro,33049.37,Miscellaneous,2024-10-07
T3811,Other Suppliers,TRAVEL expense from Jones-Russo,39751.01,Travel,2025-03-18
T3812,Other Suppliers,"Miscellaneous expense from Gomez, Franco and Kirby",48249.08,Miscellaneous,2025-03-23
T3813,Other Suppliers,Training expense from Rogers-Hughes,18705.1,Training,2024-11-17
T3814,Other Suppliers,Consultation expense from Taylor-Boyd,14172.13,Consulting,2025-03-15
T3815,Other Suppliers,Training expense from Carter Group,13094.23,Training,2024-08-17
T3816,Other Suppliers,Maintenance expense from Lee-Stewart,13257.96,Maintenance,2024-07-04
T3817,Other Suppliers,Marketing expense from Powers Ltd,41529.39,Marketing,2024-08-06
T3818,Other Suppliers,Marketing expense from Mills PLC,5874.57,Marketing,2024-11-28
T3819,Other Suppliers,Utilities expense from Jackson and Sons,26338.92,Utilities,2024-12-23
T3820,Other Suppliers,Miscellaneous expense from Frye-Williams,20547.13,Miscellaneous,2024-11-29
T3821,Other Suppliers,"Training expense from Garcia, Stewart and Silva",9010.59,Training,2024-11-03
T3822,Other Suppliers,Maintenance expense from Phelps-Cooke,3212.7,Maintenance,2025-01-13
T3823,Other Suppliers,"Office Supplies expense from Reynolds, Wyatt and Morgan",46862.69,Miscellaneous,2024-08-24
T3824,Other Suppliers,Office Supplies expense from Long Group,22555.72,Miscellaneous,2025-01-11
T3825,Other Suppliers,"Training expense from White, Gomez and Martin",37315.75,Training,2024-07-30
T3826,Other Suppliers,Consultation expense from Gutierrez-Howe,21403.89,Consulting,2024-10-25
T3827,Other Suppliers,Maintenance expense from Diaz Ltd,15064.87,Maintenance,2025-03-07
T3828,Other Suppliers,Office Supplies expense from Nicholson-Ali,48159.55,Miscellaneous,2024-08-24
T3829,Other Suppliers,"Office Supplies expense from Meadows, Aguilar and Smith",46400.88,Miscellaneous,2025-05-30
T3830,Other Suppliers,Miscellaneous expense from Taylor Ltd,7726.61,Miscellaneous,2024-11-18
T3831,Other Suppliers,Marketing expense from Lin Inc,6465.03,Marketing,2025-01-22
T3832,Other Suppliers,TRAVEL expense from Jones-Matthews,40153.98,Travel,2024-08-07
T3833,Other Suppliers,"Utilities expense from Brooks, Whitney and Garcia",23530.45,Utilities,2025-05-12
T3834,Other Suppliers,TRAVEL expense from David Ltd,43218.71,Travel,2024-09-19
T3835,Other Suppliers,Miscellaneous expense from Moore-Lee,24738.8,Miscellaneous,2025-01-30
T3836,Other Suppliers,"Office Supplies expense from Bailey, Rush and Gonzalez",26849.91,Miscellaneous,2024-06-12
T3837,Other Suppliers,Consultation expense from Woods PLC,23084.98,Consulting,2024-10-01
T3838,Other Suppliers,TRAVEL expense from Rodriguez-Flores,12546.51,Travel,2024-11-26
T3839,Other Suppliers,TRAVEL expense from Nelson-Sanders,11489.98,Travel,2024-11-10
T3840,Other Suppliers,Marketing expense from Williams Group,27760.66,Marketing,2025-05-23
T3841,Other Suppliers,Office Supplies expense from Hughes-Spence,49259.98,Miscellaneous,2025-01-09
T3842,Other Suppliers,TRAVEL expense from Williams Group,24451.85,Travel,2025-02-24
T3843,Other Suppliers,Miscellaneous expense from Jackson and Sons,43528.01,Miscellaneous,2025-05-28
